src,dst
Karin Väyrynen,Olli Korhonen
Guido Giunti,Olli Korhonen
Olli Korhonen,Vasiliki Mylonopoulou
Marianne Kinnula,Olli Korhonen
Kari Kuutti,Olli Korhonen
Olli Korhonen,Romina Poguntke geb. Kettner
Michael Oduor,Olli Korhonen
Casandra Grundstrom,Olli Korhonen
Tapio Fabritius,Yoshiaki Yasuno
Shuichi Makita,Tapio Fabritius
Rafal Sliz,Tapio Fabritius
Janne Lauri,Tapio Fabritius
Kimmo Leppänen,Tapio Fabritius
Tapio Fabritius,Timo Rahkonen
Christian Schuss,Tapio Fabritius
Jakub Czajkowski,Tapio Fabritius
Tapio Fabritius,Tuomas Happonen
Dr.Bobins Augustine,Tapio Fabritius
Erkki Alarousu,Tapio Fabritius
Antti Ilmari Koponen,Tapio Fabritius
Henrikki Liimatainen,Tapio Fabritius
Alexander Bykov,Tapio Fabritius
Alexey Popov,Tapio Fabritius
Marko Huttula,Tapio Fabritius
Tapio Fabritius,Wei Cao
Heli Jantunen,Tapio Fabritius
Tapio Fabritius,ghassan jabbour
Juho Antti Sirviö,Tapio Fabritius
Janet C Read,Netta Iivari
Dorina Rajanen (Marghescu),Mikko Rajanen
Dorina Rajanen (Marghescu),Peter Sarlin
Dorina Rajanen (Marghescu),Niklas Ravaja
Dorina Rajanen (Marghescu),Netta Iivari
Dorina Rajanen (Marghescu),Mikko Salminen
Barbro Back,Dorina Rajanen (Marghescu)
Dorina Rajanen (Marghescu),Hanna Suominen
Dorina Rajanen (Marghescu),Marianne Kinnula
Dorina Rajanen (Marghescu),Heidi Hartikainen
Dorina Rajanen (Marghescu),Sampo Pyysalo
Arto Lanamäki,Karin Väyrynen
Karin Väyrynen,Sari Laari-Salmela
Alexander Bykov,Alexey Popov
Alexander Bykov,Igor Meglinski
Alexander Bykov,Valery Tuchin
Alexander Bykov,Matti Kinnunen
Alexander Bykov,Alexander Doronin
Alexander Bykov,Mikhail Kirillin
Alexander Bykov,"Evgeny Zherebtsov, PhD"
Alexander Bykov,Yuriy A. Ushenko
Alexander Bykov,Alexander G. Ushenko
Alexander Bykov,Viktor Dremin
Alexander Bykov,Małgorzata Szczerska
Alexander Bykov,Maciej S. Wróbel
Alexander Bykov,Volodymyr Ushenko
Alexander Bykov,"Andrey Dunaev, PhD"
Alexander Bykov,Angelina Zherebtsova
Alexander Bykov,Janne Lauri
Alexander Bykov,Seppo Vainio
Alexander Bykov,Jeroen Kalkman
Alexander Bykov,Razvigor Ossikovski
Alexander Bykov,Ton G van Leeuwen
Esko Alasaarela,Hany Ferdinando
Esko Alasaarela,Tapio Seppänen
Esko Alasaarela,Hannu Sorvoja
Esko Alasaarela,Matti Kinnunen
Alexey Popov,Igor Meglinski
Alexander Doronin,Igor Meglinski
Igor Meglinski,Valery Tuchin
Igor Meglinski,"Vyacheslav (Slava) Kalchenko, MD, PhD."
"Evgeny Zherebtsov, PhD",Igor Meglinski
Igor Meglinski,Matti Kinnunen
Edouard Berrocal,Igor Meglinski
Callum M. Macdonald,Igor Meglinski
Igor Meglinski,Sergey Piletsky
Elina Genina,Igor Meglinski
"Andrey Dunaev, PhD",Igor Meglinski
Igor Meglinski,Mikhail Kirillin
Igor Meglinski,Mark Linne
Alexey Bashkatov,Igor Meglinski
Eccles M,Igor Meglinski
Dr. Yury Ryabchikov,Igor Meglinski
David Sedarsky,Igor Meglinski
Igor Meglinski,Kisung Lee
Igor Meglinski,Steven Jacques
Eemil Lagerspetz,Sasu Tarkoma
Pan Hui,Sasu Tarkoma
Petteri Nurmi,Sasu Tarkoma
Aaron Yi DING,Sasu Tarkoma
Mohammad Ashraful Hoque,Sasu Tarkoma
Matti Siekkinen,Sasu Tarkoma
Sasu Tarkoma,Xiang Su
Julien Mineraud,Sasu Tarkoma
Huber Flores,Sasu Tarkoma
Sasu Tarkoma,Yong Li
Antti Ylä-Jääski,Sasu Tarkoma
Samuli Hemminki,Sasu Tarkoma
N. Asokan,Sasu Tarkoma
Jon Crowcroft,Sasu Tarkoma
Kari Visala,Sasu Tarkoma
Petri Savolainen,Sasu Tarkoma
Kai Zhao,Sasu Tarkoma
Miika Komu,Sasu Tarkoma
Andrey Lukyanenko,Sasu Tarkoma
Mikko Särelä,Sasu Tarkoma
Anna Yershova,Thierry Simeon
Anna Yershova,Léonard Jaillet
Anna Yershova,Max Katsev
Anna Yershova,Robert Ghrist
Anna Yershova,Swati Jain
Anna Yershova,Jason O'Kane
Anna Yershova,Chittaranjan Tripathy
Anna Yershova,Bruce Donald
Anna Yershova,Pei Zhou
Heli Koskimäki,Pekka Siirtola
Eija Ferreira (Haapalainen),Heli Koskimäki
Hannu-Pekka Komsa,Krasheninnikov Arkady
Hannu-Pekka Komsa,Tapio T Rantala
Hannu-Pekka Komsa,Ossi Lehtinen
Hannu-Pekka Komsa,Risto Nieminen
Hannu-Pekka Komsa,Jani Kotakoski
Hannu-Pekka Komsa,Torbjörn Björkman
Beatriz Lorenzo,savo glisic
Katz Marcos,savo glisic
"Yuguang ""Michael"" Fang",savo glisic
Jari Iinatti,savo glisic
Markku Juntti,savo glisic
Vinh Phan,savo glisic
Xiaoxia Huang,savo glisic
Ari Pouttu,savo glisic
Le-Nam Tran,savo glisic
Luiz DaSilva,savo glisic
Nenad Milosevic,savo glisic
Miao Pan,savo glisic
Muhammad Fainan Hanif,savo glisic
Ebrahim Karami,savo glisic
Branka Vucetic,savo glisic
Pekka Pirinen,savo glisic
Ming Li,savo glisic
Jordi Perez-Romero,savo glisic
Allen MacKenzie,savo glisic
Ekram Hossain,savo glisic
Marian Codreanu,Matti Latva-aho
Anthony Ephremides,Marian Codreanu
Marian Codreanu,Markus Leinonen
Marian Codreanu,Pradeep Chathuranga Weeraddana
Marian Codreanu,Satya Joshi
Marian Codreanu,Mohammad Moltafet
Marian Codreanu,Uditha Wijewardhana
Maice Costa,Marian Codreanu
Marian Codreanu,Nandana Rajatheva
Carlo Fischione,Marian Codreanu
Marian Codreanu,Nikolaos Pappas
Jeongho Jeon,Marian Codreanu
Evgeny Belyaev,Marian Codreanu
Janne Lehtomäki,Marian Codreanu
Luiz DaSilva,Marian Codreanu
Alhussein Abouzeid,Marian Codreanu
Gerhard Kramer,Marian Codreanu
Emmanouil  Fountoulakis,Marian Codreanu
Li Liu,Paul Fieguth
Guoying Zhao,Li Liu
Li Liu,Yulan Guo
Li Liu,Xiaogang Wang
Li Liu,Xinwang Liu
Li Liu,Wanli Ouyang (欧阳万里)
Li Liu,Yu Liu
David Clausi,Li Liu
Jiwen Lu (鲁继文),Li Liu
Li Liu,Mohammad Tavakolian
Li Liu,Liang Wang
Krzysztof Czarnecki,Thorsten Berger
Andrzej Wąsowski,Thorsten Berger
Steven She,Thorsten Berger
Rafael Lotufo,Thorsten Berger
Steffen Dienst,Thorsten Berger
Jacob Krüger,Thorsten Berger
Ahmed E. Hassan,Thorsten Berger
Mukelabai Mukelabai,Thorsten Berger
Meiyappan Nagappan,Thorsten Berger
Bram Adams,Thorsten Berger
Patrizio Pelliccione,Thorsten Berger
Sarah Nadi,Thorsten Berger
Christian Kästner,Thorsten Berger
Thorsten Berger,Ștefan Stănciulescu
Daniel Strüber,Thorsten Berger
Markus Völter,Thorsten Berger
Julia Rubin,Thorsten Berger
Claudio Menghi,Thorsten Berger
Sven Apel,Thorsten Berger
Joanne M. Atlee,Thorsten Berger
Christof Paar,Tim Güneysu
Tim Güneysu,Tobias Oder
Amir Moradi,Tim Güneysu
Pascal Sasdrich,Tim Güneysu
Francesco Regazzoni,Tim Güneysu
Tim Güneysu,Tobias Schneider
Ingo von Maurich,Tim Güneysu
Gregor Leander,Tim Güneysu
Thomas Eisenbarth,Tim Güneysu
Elif Bilge Kavun,Tim Güneysu
Christian Rechberger,Tim Güneysu
Lars Ramkilde Knudsen,Tim Güneysu
Anne Canteaut,Tim Güneysu
Paul Duplys,Tim Güneysu
Christopher Huth,Tim Güneysu
Alexander Wild,Tim Güneysu
Peter Schwabe,Tim Güneysu
Tim Güneysu,Tolga Yalcin
Stefan Gehrer,Tim Güneysu
Miroslav Knezevic,Tim Güneysu
Martin Saraceno (Hoffmann),Thomas Südmeyer
Martin Saraceno (Hoffmann),Ursula Keller
Martin Saraceno (Hoffmann),Matthias Golling
Clara Saraceno,Martin Saraceno (Hoffmann)
Martin Saraceno (Hoffmann),Valentin J. Wittwer
Martin Saraceno (Hoffmann),Oliver Sieber
Martin Saraceno (Hoffmann),Yohan Barbarin
Mario Mangold,Martin Saraceno (Hoffmann)
Deran J. H. C. Maas,Martin Saraceno (Hoffmann)
Florian Emaury,Martin Saraceno (Hoffmann)
Martin Saraceno (Hoffmann),Oliver H. Heckl
Bauke Tilma,Martin Saraceno (Hoffmann)
Andreas Diebold,Martin Saraceno (Hoffmann)
Martin Saraceno (Hoffmann),Yicheng Wang
Bojan Resan,Martin Saraceno (Hoffmann)
Martin Saraceno (Hoffmann),Sargis Hakobyan
Martin Saraceno (Hoffmann),Schilt Stephane
Martin Saraceno (Hoffmann),Mohammad Shafiei
Garrett D. Cole,Martin Saraceno (Hoffmann)
Dr. Sandro Michael Link,Martin Saraceno (Hoffmann)
Ahmed Hussen Abdelaziz,Dorothea Kolossa
Dorothea Kolossa,Martin Heckmann
Dorothea Kolossa,Thorsten Holz
Dorothea Kolossa,Hendrik Meutzner
Dorothea Kolossa,Rahim Saeidi
Dorothea Kolossa,Katharina Kohls
Dorothea Kolossa,Ning Ma
Alberto Abad,Dorothea Kolossa
Dorothea Kolossa,Pejman Mowlaee
Dorothea Kolossa,Shinji Watanabe
Dorothea Kolossa,Reinhold Haeb-Umbach
Dorothea Kolossa,Markus Bär
Dorothea Kolossa,Jike Chong
Dorothea Kolossa,Sebastian Gergen
Armin Kohlrausch,Dorothea Kolossa
Dorothea Kolossa,John Hershey
Dorothea Kolossa,Emmanuel Vincent
Dorothea Kolossa,Marc Delcroix
Dorothea Kolossa,Tomohiro Nakatani
Dorothea Kolossa,Sarmad Malik
Peter Vary,Rainer Martin
Rainer Martin,Timo Gerkmann
Anil Nagathil,Rainer Martin
Gerald Enzner,Rainer Martin
Rainer Martin,Sebastian Gergen
Christiane Antweiler,Rainer Martin
Pejman Mowlaee,Rainer Martin
Dorothea Kolossa,Rainer Martin
Rahim Saeidi,Rainer Martin
Mehdi Zohourian,Rainer Martin
Julian Schulze,Thomas Mussenbrock
Thomas Mussenbrock,Zoltan Donko
Jan Trieschmann,Thomas Mussenbrock
Denis Eremin,Thomas Mussenbrock
Peter Awakowicz,Thomas Mussenbrock
Thomas Mussenbrock,Torben Hemke
Martin Lapke,Thomas Mussenbrock
Ihor Korolov,Thomas Mussenbrock
Edmund Schuengel,Thomas Mussenbrock
Ilona Rolfes,Thomas Mussenbrock
Peter Hartmann,Thomas Mussenbrock
Sven Dirkmann,Thomas Mussenbrock
Alexander Wollny,Thomas Mussenbrock
Marc Böke,Thomas Mussenbrock
Thomas Mussenbrock,Timo Gans
Hermann Kohlstedt,Thomas Mussenbrock
Martin Ziegler,Thomas Mussenbrock
Miles M Turner,Thomas Mussenbrock
Mohammed Shihab,Thomas Mussenbrock
Thomas Mussenbrock,W Hitchon
Jürgen Oehm,Stefan van Waasen
Andre Hanke,Jürgen Oehm
Dominic A. Funke,Jürgen Oehm
Abhishek Sharma,Jürgen Oehm
Jürgen Oehm,Norman Packard
Jürgen Oehm,steen rasmussen
Amir Moradi,Jürgen Oehm
Christof Paar,Jürgen Oehm
Jürgen Oehm,Nils Pohl
Itamar Willner,Jürgen Oehm
Jürgen Oehm,Peter R Wills
Frantisek Stepanek,Jürgen Oehm
Andreas Herrmann,Jürgen Oehm
Diana Goehringer,Jürgen Oehm
Jürgen Oehm,Philipp Hillger
Nils Pohl,Timo Jaeschke
Nils Pohl,Simon Kueppers
Nils Pohl,Reinhold Herschel
Nils Pohl,Sven Thomas
Ilona Rolfes,Nils Pohl
Dr. Christoph Baer,Nils Pohl
Josef Hausner,Nils Pohl
Marcel van Delden,Nils Pohl
Nils Pohl,Stephan Palm
Nils Pohl,Thomas Zwick
Dr. Benedikt Welp,Nils Pohl
Alex Shoykhetbrod,Nils Pohl
Mario Pauli,Nils Pohl
Lukas Piotrowsky,Nils Pohl
Harun Cetinkaya,Nils Pohl
Nils Pohl,Uwe Stilla
Alexander Hommes,Nils Pohl
Nils Pohl,Tai Fei
Nils Pohl,Yuliang Sun
Bianca Will,Nils Pohl
Georg Schmitz,Martin P Mienkina
Georg Schmitz,Michiel Postema
Fabian Kiessling,Georg Schmitz
Georg Schmitz,Martin F. Schiffner
Georg Schmitz,Nils C. Gerhardt
Georg Schmitz,Tim Kranemann
Georg Schmitz,Nico de Jong (peer reviewed)
Georg Schmitz,Thomas Ersepke
Georg Schmitz,Stanley Fokong
Georg Schmitz,Twan Lammers
Georg Schmitz,Waldemar Zylka
Georg Schmitz,Leili Salehi
Georg Schmitz,Thorsten M. Buzug
Georg Schmitz,Ulrich Simon
Georg Schmitz,Nily Dan
Georg Schmitz,P Laugier
Alfons Schnitzler,Georg Schmitz
Folkert Ten Cate,Georg Schmitz
Ayache Bouakaz,Georg Schmitz
Georg Schmitz,Volker Rasche
Jörg Schwenk,Meiko Jensen
Juraj Somorovsky,Jörg Schwenk
Christian Mainka,Jörg Schwenk
Jörg Schwenk,Tibor Jager
Jörg Schwenk,Sven Schäge
Albrecht Beutelspacher,Jörg Schwenk
Jörg Schwenk,Mark Manulis
Jörg Schwenk,Nils Gruschka
Christopher Meyer,Jörg Schwenk
Jörg Schwenk,Marcus Niemietz
Jörg Schwenk,Mario Heiderich
Jörg Schwenk,Thorsten Holz
Jörg Schwenk,Tilman Frosch
Jörg Schwenk,Paul Rösler
Jörg Schwenk,Martin Grothe
Ashar Javed,Jörg Schwenk
Jörg Schwenk,Olivier Pereira
Douglas Stebila,Jörg Schwenk
Benjamin Dowling,Jörg Schwenk
Erik Tews,Jörg Schwenk
Anas Chaaban,Aydin Sezgin
Aydin Sezgin,Eduard Jorswieck
Aydin Sezgin,Soheil Gherekhloo
Aydin Sezgin,Jaber Kakar
Aydin Sezgin,Holger Boche
Aydin Sezgin,Salman Avestimehr
Aydin Sezgin,Prof. Mohamed-Slim Alouini
Aydin Sezgin,Tobias J. Oechtering
Aya Mostafa Ahmed,Aydin Sezgin
Aydin Sezgin,Dr. Hayssam Dahrouj
Aydin Sezgin,O. Ozan Koyluoglu
Aydin Sezgin,Babak Hassibi
Amin khajehnejad,Aydin Sezgin
Aydin Sezgin,David Tse
Aydin Sezgin,Stefano Tomasin
Aydin Sezgin,Bernd Bandemer
Aydin Sezgin,Volker Jungnickel
Aydin Sezgin,Björn Ottersten
Aydin Sezgin,Volker Kühn
Aydin Sezgin,Dirk Wübben
Andrew R. Gibson,Timo Gans
Andrew R. Gibson,Deborah O'Connell
Andrew R. Gibson,James Dedrick
Andrew R. Gibson,Sandra Schröter
Andrew R. Gibson,Jean-Paul Booth
Andrew R. Gibson,Mark J. Kushner
Andrew R. Gibson,Arthur Greb
Andrew R. Gibson,Scott J Doyle
Andrew R. Gibson,Erik Wagenaars
Andrew R. Gibson,Zoltan Donko
Andrew R. Gibson,Julian Schulze
Andrew R. Gibson,Bastien Bruneau
Andrew R. Gibson,Erik Johnson
Andrew R. Gibson,christine charles
Andrew R. Gibson,Ihor Korolov
Andrew R. Gibson,Peter Hartmann
Andrew R. Gibson,Helen O McCarthy
Andrew R. Gibson,Pascaline Grondein
Andrew Hurlbatt,Andrew R. Gibson
Andrew R. Gibson,Trevor Lafleur
Markus Lindemann,Nils C. Gerhardt
Andreas Dirk Wieck,Nils C. Gerhardt
Nektarios Koukourakis,Nils C. Gerhardt
Henning Höpfner,Nils C. Gerhardt
Markus Finkeldey,Nils C. Gerhardt
Arne Ludwig,Nils C. Gerhardt
Nils C. Gerhardt,Volker Jaedicke
Nils C. Gerhardt,Sangam Chatterjee
Falk Schellenberg,Nils C. Gerhardt
Eoin O'Reilly,Nils C. Gerhardt
Jan C. Balzer,Nils C. Gerhardt
Julian Schulze,Zoltan Donko
Ihor Korolov,Julian Schulze
Julian Schulze,Timo Gans
Julian Schulze,Peter Hartmann
Jan Trieschmann,Julian Schulze
Julian Schulze,Peter Awakowicz
Denis Eremin,Julian Schulze
Erik Johnson,Julian Schulze
Bastien Bruneau,Julian Schulze
Julian Schulze,Miles M Turner
Julian Schulze,Masaharu Shiratani
James Franek,Julian Schulze
Julian Schulze,Paola Diomede
Julian Schulze,Mohammed Shihab
Julian Schulze,Savino Longo
Julian Schulze,Mark J. Kushner
Julian Schulze,Quanfa Zhang
Julian Schulze,Yue Wang (王玉娥)
Julian Schulze,Prof. Qinyu Zhang
Mark Alexander Ahrens,Peter Mark
Peter Heek,Peter Mark
Patrick Forman,Peter Mark
David Sanio,Peter Mark
Jens Löschmann,Peter Mark
Günther Meschke,Peter Mark
Katharina Look,Peter Mark
Markus König,Peter Mark
Oliver Fischer,Peter Mark
Peter Mark,Toni Arangelovski
Darko Nakov,Peter Mark
Georgios Gaganelis,Peter Mark
Arash Alimardani Lavasan,Peter Mark
Peter Mark,Tom Schanz
Chenyang Zhao,Peter Mark
Peter Mark,Steffen Freitag
Konrad Bergmeister,Peter Mark
Marcel Neuhausen,Peter Mark
Alfred Strauss,Peter Mark
Peter Mark,Steffen Mueller
Klaus Hackl,Philipp Junker
Carsten Carstensen,Klaus Hackl
Dennis Kochmann,Klaus Hackl
Klaus Hackl,Mielke Alexander
Alexander H.-D. Cheng,Klaus Hackl
Gunther Eggeler,Klaus Hackl
Johanna Waimann,Klaus Hackl
H. Nguyen-Xuan,Klaus Hackl
Jörg Schröder,Klaus Hackl
Klaus Hackl,Martin Franz-Xaver Wagner
Klaus Hackl,Sanjay Govindjee
Klaus Hackl,Wolfgang Schmahl
Klaus Hackl,Yiqian He
Klaus Hackl,Sergio Conti
Klaus Hackl,Stephane Avril
Klaus Hackl,Michael Chajes
Klaus Hackl,Timon Rabczuk
Günther Meschke,Klaus Hackl
Jafar Khalil-Allafi,Klaus Hackl
Antonio Orlando,Klaus Hackl
Jens Riegelsberger,M. Angela Sasse FREng
Anne Adams,M. Angela Sasse FREng
M. Angela Sasse FREng,Simon Parkin
Hendrik Knoche,M. Angela Sasse FREng
Kat Krol,M. Angela Sasse FREng
M. Angela Sasse FREng,Mark Handley
Iacovos Kirlappos,M. Angela Sasse FREng
Ivan Flechais,M. Angela Sasse FREng
M. Angela Sasse FREng,Miguel Malheiros
Ingolf Becker,M. Angela Sasse FREng
Charlene Jennett,M. Angela Sasse FREng
M. Angela Sasse FREng,Philip Bonhard
M. Angela Sasse FREng,Ruba Abu-Salma
M. Angela Sasse FREng,Mel Slater
David W Chadwick,M. Angela Sasse FREng
M. Angela Sasse FREng,"Sven Laqua, PhD"
Gianluca Stringhini,M. Angela Sasse FREng
Ian Brown,M. Angela Sasse FREng
Anthony Steed,M. Angela Sasse FREng
Ian Wakeman,M. Angela Sasse FREng
Dragutin Lj. Debeljkovic,Tamara Nestrovic
Dr. Ivan Buzurovic,Tamara Nestrovic
Nebojsa Dimitrijevic,Tamara Nestrovic
Gurudutt Chandrashekar,Tamara Nestrovic
Maria Datcheva,Tamara Nestrovic
Ana Mendonça,Aurelio Campilho
Ana Mendonça,Pedro Quelhas
Ana Mendonça,Behdad Dashtbozorg
Adrian Galdran,Ana Mendonça
Ana Mendonça,Pedro Costa
Ana Mendonça,Maria Ines Meyer
Ana Mendonça,Teresa Araújo
Ana Mendonça,Jorge Novo Buján
Adriano Carvalho,António P. Martins
António P. Martins,Joao Luiz Afonso
José António Araújo Gonçalves,Paulo Simeão Carvalho
José António Araújo Gonçalves,Rosa Doran
Manuel António Moreira Alves,Paulo Jorge Pimentel de Oliveira
Alexandre Afonso,Manuel António Moreira Alves
Manuel António Moreira Alves,R J Poole
F.J. Galindo-Rosales,Manuel António Moreira Alves
Gareth McKinley,Manuel António Moreira Alves
Laura Campo Deaño,Manuel António Moreira Alves
J. Miguel Nóbrega,Manuel António Moreira Alves
Anke Lindner,Manuel António Moreira Alves
Cassio M. Oishi,Manuel António Moreira Alves
Manuel António Moreira Alves,murilo tome
Amy Shen,Manuel António Moreira Alves
Manuel António Moreira Alves,Renato Sousa
Aditya Jaishankar,Manuel António Moreira Alves
Antonio Castelo Filho,Manuel António Moreira Alves
Denis Bartolo,Manuel António Moreira Alves
Manoel Silvino Batalha de Araujo,Manuel António Moreira Alves
Alirio E. Rodrigues,Manuel António Moreira Alves
Christian Wagner,Manuel António Moreira Alves
Fridolin Okkels,Manuel António Moreira Alves
Kristian Jensen,Manuel António Moreira Alves
Armando Jorge Miranda de Sousa,Luis Paulo Reis
Antonio Moreira,Armando Jorge Miranda de Sousa
Armando Jorge Miranda de Sousa,Paulo Costa
Armando Jorge Miranda de Sousa,Germano Veiga
Armando Jorge Miranda de Sousa,Filipe Neves Dos Santos
Armando Jorge Miranda de Sousa,Valter Costa
Armando Jorge Miranda de Sousa,Carlos Miguel Correia da Costa
André Silva Aguiar,Armando Jorge Miranda de Sousa
Cláudio Monteiro,Ricardo Bessa
Cláudio Monteiro,Jianhui Wang
Audun Botterud,Cláudio Monteiro
Cláudio Monteiro,João PS Catalão
Cláudio Monteiro,Rodolfo Dufo-López
Cláudio Monteiro,Gerald B Sheble
Cláudio Monteiro,Tatjana Konjić
Cláudio Monteiro,Pedro Fonte
Carlos Veiga Rodrigues,Cláudio Monteiro
Cláudio Monteiro,Pedro M A Miranda
Cláudio Monteiro,João Tomé Saraiva
Cláudio Monteiro,Nikos Hatziargyriou
Dalila Benedita Machado Martins Fontes,Fernando ACC Fontes
Fernando ACC Fontes,Sofia Lopes
Fernando ACC Fontes,Maria do Rosário de Pinho
Fernando ACC Fontes,Luís Tiago Paiva
Fernando ACC Fontes,Luis Roque
Fernando ACC Fontes,Rui M. S. Pereira
Fernando ACC Fontes,Magni Lalo
Fernando ACC Fontes,Fernando Lobo Pereira
Fernando ACC Fontes,Richard Vinter 
A. Manuela Gonçalves,Fernando ACC Fontes
A. Pedro Aguiar,Fernando ACC Fontes
Fernando ACC Fontes,Sorin Olaru
Fernando ACC Fontes,Ionela Prodan
Fernando ACC Fontes,Silviu-Iulian NICULESCU
Cristina Stoica Maniu,Fernando ACC Fontes
Fernando ACC Fontes,Ilya Kolmanovsky
Antonio Moreira,Fernando ACC Fontes
Andre Gustavo Scolari Conceicao,Fernando ACC Fontes
Fernando ACC Fontes,Tiago Nascimento
Fernando ACC Fontes,Helene Frankowska
Fernando Lobo Pereira,Geraldo Nunes Silva
Eduardo Silva,Fernando Lobo Pereira
Fernando Lobo Pereira,Nuno Cruz
Fernando Lobo Pereira,José Pinto
Eduardo R. B. Marques,Fernando Lobo Pereira
Fernando Lobo Pereira,Valeriano Antunes de Oliveira
Fernando Lobo Pereira,P. B. Sujit
Fernando Lobo Pereira,Ricardo Carelli
Fernando A. Auat Cheein,Fernando Lobo Pereira
Fernando Lobo Pereira,Fernando di Sciascio
Fernando Lobo Pereira,Ricardo Martins
Fernando Lobo Pereira,Maria do Rosário de Pinho
Fernando Lobo Pereira,"Isabel Ribeiro, M. Isabel Ribeiro, I. Ribeiro"
Elvira Rafikova,Fernando Lobo Pereira
Fernando Lobo Pereira,Paulo Roberto Gardel Kurka
Fernando Lobo Pereira,Marat Rafikov
Helder Leite,Ismael Miranda
Adriano Carvalho,Helder Leite
Ataollah Mokhberdoran,Helder Leite
Dirk Van Hertem,Helder Leite
Helder Leite,Janaka Ekanayake
Helder Leite,Roberto Moreira
Helder Leite,Nuno Silva
Henrique M. Salgado,Luís Pessoa
Henrique M. Salgado,"Orlando Frazão, PhD"
Henrique M. Salgado,Jorge C. Sousa e Castro
Henrique M. Salgado,Qi Luo
Henrique M. Salgado,Izzat Darwazeh
Antonio Teixeira,Henrique M. Salgado
Henrique M. Salgado,Paulo André
Henrique M. Salgado,José Figueiredo
Bruno Romeira,Henrique M. Salgado
Henrique M. Salgado,Miguel Rodrigues
Helder P. Oliveira,Jaime Cardoso
Inês Domingues,Jaime Cardoso
Jaime Cardoso,Kelwin Fernandes
Jaime Cardoso,Ricardo Gamelas Sousa
Carlos Guedes,Jaime Cardoso
Jaime Cardoso,Luís Côrte-Real
Jaime Cardoso,Luis F. Teixeira
Ana Sequeira,Jaime Cardoso
Jaime Cardoso,João Carlos Monteiro
Andre Marcal,Jaime Cardoso
Eduardo M. Pereira,Jaime Cardoso
Inês C. Moreira,Jaime Cardoso
Guilherme A. Barreto,Jaime Cardoso
Jaime Cardoso,Samaneh Khoshrou
Ana Rebelo,Jaime Cardoso
João Barros,Muriel Medard
João Barros,Matthieu Bloch
João Barros,Steven W. McLaughlin
João Barros,Luisa Lima
João Barros,Miguel Rodrigues
João Barros,Mate Boban
João Barros,João P. Vilela
João Barros,Tiago T. V. Vinhoza
João Barros,Rui A. Costa
Daniel E. Lucani,João Barros
João Barros,Pedro Pinto
João Barros,Michael Mitzenmacher
Devavrat Shah,João Barros
João Barros,Michel Ferreira
João Barros,Paulo F. Oliveira
Alberto Lopez Toledo,João Barros
João Barros,Sérgio Crisóstomo
João Barros,Steluta Gheorghiu
João Barros,Willie Harrison
Francisco Martins,João Barros
João Canas Ferreira,João M. P. Cardoso
Jose S. Matos,João Canas Ferreira
João Bispo,João Canas Ferreira
João Canas Ferreira,Miguel V. Correia
André Catarino,João Canas Ferreira
João Canas Ferreira,Juergen Becker
João Canas Ferreira,Wayne Luk
João Canas Ferreira,Vlad-Mihai Sima
George Constantinides,João Canas Ferreira
João Canas Ferreira,Razvan Nane
João Canas Ferreira,Koen Bertels
Jose Gabriel de Figueiredo Coutinho,João Canas Ferreira
José F. Oliveira,João Canas Ferreira
Henrique M. Salgado,João Canas Ferreira
João Canas Ferreira,Luís Pessoa
João Canas Ferreira,Pedro M. Santos
João Canas Ferreira,Tiago Carvalho
Ali Azarian,João Canas Ferreira
José Soeiro Ferreira,João Canas Ferreira
João Canas Ferreira,Subhashish Bhattacharya
Jose Maria Fernandes,João Paulo Cunha
Christian Vollmar,João Paulo Cunha
João Paulo Cunha,Miguel Coimbra
Hugo Miguel P. Choupina,João Paulo Cunha
Ana Patrícia Rocha,João Paulo Cunha
André Zúquete,João Paulo Cunha
João Barros,João Paulo Cunha
António J. S. Teixeira,João Paulo Cunha
João Paulo Cunha,Liliana Ferreira
João Paulo Cunha,Pedro Guedes de Oliveira
Bernardo Cunha,João Paulo Cunha
João Paulo Cunha,Pedro Dias
João Guilherme Pereira Rodrigues,João Paulo Cunha
Luis F. Teixeira,Luís Côrte-Real
Jorge C. S. Cardoso,Luís Côrte-Real
Jose Manuel Torres,Luís Côrte-Real
Luis Almeida,Paulo Pedreiras
Julian Proenza,Luis Almeida
Frederico Miguel Santos,Luis Almeida
Luis Almeida,Thomas Nolte
Joaquim Ferreira,Luis Almeida
Luis Almeida,Pedro Fonseca
Luis Almeida,Rui Santos
Luis Almeida,Mohammad Ashjaei
Luis Almeida,Luís Oliveira
Guillermo Rodriguez-Navas,Luis Almeida
Luis Almeida,Tullio Facchinetti
Giorgio Buttazzo,Luis Almeida
Luis Almeida,"PhD, Luis Ramos Pinto"
Luis Almeida,Nuno Lau
Bernardo Cunha,Luis Almeida
Luis Almeida,Marga Marcos
Eduardo Tovar,Luis Almeida
Luis Almeida,Pablo Basanta Val
Iria Estévez-Ayres,Luis Almeida
Luis Almeida,Marisol García Valls
Cândido Duarte,Pedro Guedes de Oliveira
Cândido Duarte,Pedro Barquinha
Julian Perelman,Teresa Leão
Mirte A.G. Kuipers,Teresa Leão
Matthias Richter,Teresa Leão
Teresa Leão,vincent lorant
Michael Schreuders,Teresa Leão
Jose Luis Sandoval,Teresa Leão
Pirjo Lindfors,Teresa Leão
Ines Campos-Matos,Teresa Leão
