scholar_id,name,gender,affiliation,url_picture,i10index,i10index5y,hindex,hindex5y,citedby,citedby5y,num_publications
Fp0LAqsAAAAJ,Fotis Psomopoulos,M,Centre for Research and Technology Hellas,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Fp0LAqsAAAAJ&citpid=2,16,14,12,11,394,335,107
4q-QenMAAAAJ,Scott  A. Smolka,M,"Professor of Computer Science, Stony Brook University",,144,63,51,24,10105,2320,346
nfzsDwgAAAAJ,Jani Boutellier,M,"Associate Professor, University of Vaasa",https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=nfzsDwgAAAAJ&citpid=3,26,9,13,9,630,359,86
pw_0Z_UAAAAJ,Wanli Ouyang (欧阳万里),M,Associate Professor at The University of Sydney,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=pw_0Z_UAAAAJ&citpid=7,111,108,64,63,18479,17182,209
Jd0dQA8AAAAJ,Fengyu Cong,M,"Professor, Dalian University of Technology, China; Docent, University of Jyvaskyla, Finland",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Jd0dQA8AAAAJ&citpid=3,40,32,20,17,1711,1205,164
CTT-IyUAAAAJ,Paweł W. Woźniak,M,Utrecht University,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=CTT-IyUAAAAJ&citpid=3,38,36,17,17,1053,1000,131
e7eI0-kAAAAJ,Amanullah Ghazi,M,"Research Scientist, Department of Computer Science and Engineering, University of Oulu, Finland.  ",,5,1,7,6,119,82,17
qa1EVnQAAAAJ,Alfons Schnitzler,M,"Professor and Chairman, Heinrich-Heine-University Düssseldorf",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=qa1EVnQAAAAJ&citpid=4,271,210,78,54,30413,12753,734
LWnaItMAAAAJ,Nikos Darzentas,M,infspire.org,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=LWnaItMAAAAJ&citpid=2,56,47,32,26,4713,2265,160
Pz8IfawAAAAJ,George Valkanas,M,"Compass, Inc",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Pz8IfawAAAAJ&citpid=2,18,13,13,12,583,426,36
Uu0BpX8AAAAJ,Robert Schober,M,Friedrich-Alexander-University Erlangen-Nuremberg,,464,320,87,73,36945,25723,999
9CU96VcAAAAJ,Marco Almeida,M,Instituto de Telecomunicações,,9,3,9,5,269,74,23
89vejUwAAAAJ,Ted Herman,M,"Professor of Computer Science, University of Iowa",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=89vejUwAAAAJ&citpid=1,49,20,30,15,4540,881,125
mYmya64AAAAJ,Charalampos Dimoulas,M,"Dr. Eng., Associate Professor, Laboratory of Electronic Media, Aristotle University of Thessaloniki",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=mYmya64AAAAJ&citpid=5,42,27,20,16,1345,822,123
KRG5Mg8AAAAJ,Kyriakos Chatzidimitriou,M,Software Architect and Machine Learning Researcher,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=KRG5Mg8AAAAJ&citpid=2,8,4,9,6,306,149,39
BuxWJvwAAAAJ,Andrew Hurlbatt,M,"Research Associate, Max-Planck-Institut für Plasmaphysik",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=BuxWJvwAAAAJ&citpid=1,2,2,5,5,101,101,20
J13tBDUAAAAJ,Danko D. Georgiev,M,"Institute for Advanced Study, Varna",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=J13tBDUAAAAJ&citpid=3,30,14,18,12,918,531,68
VRR8fGoAAAAJ,Ittai Abraham,M,VMware,,103,81,48,36,6559,3713,190
TkayRqQAAAAJ,Bruce Donald,M,"Professor of Computer Science, Chemistry, and Biochemistry, Duke University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=TkayRqQAAAAJ&citpid=5,139,60,61,27,12493,3236,336
wsX09lEAAAAJ,Inês Domingues,F,Researcher at IPO Porto and Invited Assistant Professor at DEIS-ISEC.,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=wsX09lEAAAAJ&citpid=2,15,12,11,10,848,656,54
wJFmXzUAAAAJ,Paula Branco,F,Assistant Professor,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=wJFmXzUAAAAJ&citpid=2,52,36,32,21,4474,2555,115
zDAx9HMAAAAJ,Muhammad Ovais Ahmad,M,"Karlstad University, Sweden",,14,13,13,12,802,710,44
mOkgH9IAAAAJ,Carissa Low,F,"Assistant Professor, University of Pittsburgh",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=mOkgH9IAAAAJ&citpid=8,33,27,24,21,3554,1784,73
cglpZYQAAAAJ,Matthieu Bloch,M,"Associate Professor of Electrical and Computer Engineering, Georgia Tech",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=cglpZYQAAAAJ&citpid=4,74,59,31,24,6655,4070,180
23A9ARwAAAAJ,Ronnie Alves,M,Instituto Tecnológico Vale (ITV),https://scholar.googleusercontent.com/citations?view_op=view_photo&user=23A9ARwAAAAJ&citpid=6,18,15,13,12,636,428,106
eGjnZJcAAAAJ,Mara Nikolaidou,F,"Professor, Dept. of Informatics and Telematics, Harokopio University of Athens",,53,28,21,15,1549,848,177
sum8IjgAAAAJ,Perry Wagle,M,Unknown affiliation,,12,10,12,10,4400,1056,18
RrJQ_90AAAAJ,Harri Pennanen,M,"Senior Researcher at Centre for Wireless Communications, University of Oulu, Finland",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=RrJQ_90AAAAJ&citpid=1,19,13,13,11,656,373,46
bPC6HXwAAAAJ,Krasheninnikov Arkady,M,Helmholtz-Zentrum Dresden-Rossendorf and Aalto University,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=bPC6HXwAAAAJ&citpid=3,169,133,72,55,25338,13936,300
KrUsRIIAAAAJ,Karim HASSAN,M,"Researcher / Project Manager, CEA-Leti, Grenoble, France",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=KrUsRIIAAAAJ&citpid=4,33,28,20,16,1352,976,118
wKMmqlUAAAAJ,António Casimiro,M,"LASIGE, Departamento de Informática, Faculdade de Ciências, Universidade de Lisboa, Portugal",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=wKMmqlUAAAAJ&citpid=2,31,10,17,10,1376,247,159
MvGKdLoAAAAJ,Zhenjiang Hu,M,"Professor, Dept. of Computer Science and Technology, Peking University",https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=MvGKdLoAAAAJ&citpid=5,111,54,37,19,5013,1668,362
0zqFiScAAAAJ,Dimitra G. Georgiadou,F,"Theme Lead in Flexible and Organic Electronics, Zepler Institute, University of Southampton",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=0zqFiScAAAAJ&citpid=2,32,27,20,17,1570,971,57
TN8uDQoAAAAJ,Jiwen Lu (鲁继文),M,"Department of Automation, Tsinghua University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=TN8uDQoAAAAJ&citpid=6,180,163,61,59,14115,12266,312
er_ieSIAAAAJ,Xiaoxia Huang,F,Sun Yat-Sen University,,36,27,24,20,1729,1017,78
aPYih6YAAAAJ,Juraj Somorovsky,M,Paderborn University,,26,23,18,18,1442,1043,52
L4Nqj9gAAAAJ,Dieter Mewes,M,"Univ. Professor i.R. of Chemical Engineering, Verfahrenstechnik, Leibniz- University of Hannover",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=L4Nqj9gAAAAJ&citpid=2,98,53,39,20,5716,1762,571
Li5qflQAAAAJ,Spiros Nikolopoulos,M,"Researcher Grade C', Centre for Research and Technology Hellas, Information Technologies Institute",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Li5qflQAAAAJ&citpid=1,23,15,15,13,1034,818,130
nmsAnVkAAAAJ,Ciprian Corneanu,M,"University of Barcelona, Tawny",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=nmsAnVkAAAAJ&citpid=2,8,8,8,8,884,865,12
QSSBUu4AAAAJ,Tim Kranemann,M,"Chair of Medical Engineering, Ruhr-Universität Bochum",,1,1,5,5,52,52,16
U9Bb6icAAAAJ,Georgios Petasis,M,"National Center for Scientific Research ""Demokritos"", Athens, Greece",,33,15,18,13,1332,621,97
MrYAM98AAAAJ,Rainer E. Burkard,M,"Professor emer. of Mathematics, TU Graz",https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=MrYAM98AAAAJ&citpid=2,105,37,42,22,10012,2675,285
PMZ3h7sAAAAJ,Jean-Daniel Fekete,M,"Senior Research Scientist, INRIA Saclay Île-de-France, Université Paris-Saclay",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=PMZ3h7sAAAAJ&citpid=2,127,94,54,41,13328,6672,331
8aaC3MwAAAAJ,Bertrand Putigny,M,Inria,,5,5,7,7,155,144,20
XIO_OGcAAAAJ,Arne Ludwig,M,"Wissenschaftlicher Mitarbeiter, Ruhr-Universität Bochum",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=XIO_OGcAAAAJ&citpid=2,81,73,29,28,3406,2980,286
2-zflUgAAAAJ,Sang Won (Grace) Bae,F,"Assistant Professor of Systems Engineering, Stevens Institute of Technology",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=2-zflUgAAAAJ&citpid=2,8,6,8,8,281,214,28
qvsqW-sAAAAJ,Maricor Soriano,M,National Institute of Physics,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=qvsqW-sAAAAJ&citpid=5,25,12,17,11,1665,281,141
xkz3ZAoAAAAJ,Rômulo Silva de Oliveira,M,Universidade Federal de Santa Catarina,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=xkz3ZAoAAAAJ&citpid=1,29,18,15,11,1226,594,237
mDFZsDQAAAAJ,Savino Longo,M,University of Bari,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=mDFZsDQAAAAJ&citpid=7,95,54,36,24,4059,1581,298
udZSrkYAAAAJ,Raghu Ramakrishnan,M,Microsoft,,252,145,89,44,63807,19096,534
ySa8v5EAAAAJ,Niarchos D,M,"INN, NCSR Demokritos, Athens, GREECE",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ySa8v5EAAAAJ&citpid=4,244,58,43,21,9250,2099,666
kiRgePMAAAAJ,Panagiotis Sarigiannidis,M,"Associate Professor, University of Western Macedonia",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=kiRgePMAAAAJ&citpid=7,48,37,20,19,1769,1468,226
jx2bDjsAAAAJ,Vili Kellokumpu,M,"Maching Vision Group, University of Oulu",,14,10,12,10,1345,696,25
_dyIOd0AAAAJ,Egils Avots,M,Universit of Tartu,,7,7,7,7,273,270,44
CxLxbwkAAAAJ,Jorge Coelho,M,"Professor of Computer Engineering, School of Engineering, Polytechnic Institute of Porto",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=CxLxbwkAAAAJ&citpid=2,6,1,8,4,191,41,30
Iy9PhuoAAAAJ,Janne Janhunen,M,"Post doctoral researcher, University Of Oulu",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Iy9PhuoAAAAJ&citpid=2,15,6,11,8,633,486,36
SmquuxoAAAAJ,Joost Engelfriet,M,"associate professor, LIACS, Leiden University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=SmquuxoAAAAJ&citpid=6,115,33,48,19,8078,1550,205
nmasLkMAAAAJ,Benjamin Audit,M,"Laboratoire de Physique, Ecole Normale Supérieure de Lyon",,69,45,41,22,4601,1518,139
urH-SksAAAAJ,Chiara Petrioli,F,"computer science professor, university of rome la sapienza",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=urH-SksAAAAJ&citpid=2,130,74,45,28,7279,2984,244
5FRRF-MAAAAJ,Mattavelli Marco,M,"MER, Ecole Polytechnique Federale de Lausanne, EPFL",,91,31,27,17,2958,1005,310
Sv_NZ-EAAAAJ,Ulf Helmersson,M,"Professor, Linköping University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Sv_NZ-EAAAAJ&citpid=8,152,93,60,36,14002,5024,346
fMhlSBcAAAAJ,Jorma Lilleberg,M,"Adjunct Professor, ECE, Rice University",,70,16,26,12,2839,722,167
5U78kp4AAAAJ,Chris Vagionas,M,Aristotle University of Thessaloniki,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=5U78kp4AAAAJ&citpid=2,20,15,14,13,645,565,109
9DnjXXkAAAAJ,Erik Wagenaars,M,"Senior Lecturer in low-temperature plasma physics, York Plasma Institute, University of York",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=9DnjXXkAAAAJ&citpid=1,24,17,18,15,990,568,127
GgdeFwoAAAAJ,Joanne M. Atlee,F,"Computer Science, University of Waterloo",,43,19,23,14,5822,1355,134
_sgWaQQAAAAJ,Arian Pasquali,M,University of Porto,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=_sgWaQQAAAAJ&citpid=6,5,5,6,6,201,194,16
QVkuf0MAAAAJ,Marko Höyhtyä,M,"New Space Co-Creation Manager, Adjunct Professor on Autonomous Systems Connectivity, VTT",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=QVkuf0MAAAAJ&citpid=2,36,24,19,16,1419,887,92
wBnC-qQAAAAJ,Soheil Gherekhloo,M,Ruhr-Universität Bochum,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=wBnC-qQAAAAJ&citpid=2,8,6,9,8,194,142,30
nuuKV9cAAAAJ,Simão Melo de Sousa,M,"Associate Professor, Computer Science Department of the University of Beira Interior",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=nuuKV9cAAAAJ&citpid=2,11,3,10,7,474,146,95
urQgcpAAAAAJ,Vasilis J. Promponas,M,"Assοciate Professor in Bioinformatics, University of Cyprus, Nicosia, Cyprus",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=urQgcpAAAAAJ&citpid=2,36,21,20,14,8958,6410,98
3GdF_tQAAAAJ,Jens Riegelsberger,M,Google Research,,27,13,18,12,2274,737,55
lUc2k74AAAAJ,Francisco Martins,M,"Associate Professor,  Faculty of Sciences and Technology, University of the Azores and LASIGE",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=lUc2k74AAAAJ&citpid=2,21,10,15,10,1009,433,85
cZnFDiAAAAAJ,Dr. Yury Ryabchikov,M,"HiLASE Centre, Institute of Physics of the Czech Academy of Sciences",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=cZnFDiAAAAAJ&citpid=1,19,14,15,12,739,572,68
zP17RWAAAAAJ,Elsa Ferreira Gomes,F,ISEP-IPP,,8,6,9,7,222,165,38
sVqlYKwAAAAJ,Shlomi Arnon,M,"electrical engineering, Ben Gurion University",,85,46,39,23,6560,3258,262
wkUfJAYAAAAJ,Valery Tuchin,M,Professor of Saratov State University,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=wkUfJAYAAAAJ&citpid=2,439,270,77,55,31245,14598,1842
Hh7N6dEAAAAJ,Michael Sammeth,M,"Institute of Biophysics Carlos Chagas Filho (IBCCF), Federal University of Rio de Janeiro (UFRJ)",,44,39,35,32,32781,24322,79
jCF8HD0AAAAJ,Zaharias Zaharis,M,Aristotle University of Thessaloniki,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=jCF8HD0AAAAJ&citpid=2,40,25,19,15,1321,784,152
ZA7PkaIAAAAJ,Theodoros Theodoulidis,M,"Professor of Electrical Engineering, University of Western Macedonia",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ZA7PkaIAAAAJ&citpid=2,55,35,31,18,2399,1007,125
bD10zUkAAAAJ,Zochowski A*,M,Systems Research Institute of the Polish Academy of Sciences,,15,7,13,8,1685,504,75
I9jYwx4AAAAJ,Panagiotis Sfetsos,M,"Professor at the Department of Information and Electronic Systems, International University of",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=I9jYwx4AAAAJ&citpid=3,8,7,9,8,483,190,32
VLSl0o0AAAAJ,Julia Dominiak,F,"PhD student, Lodz University of Technology, Institute of Applied Computer Science",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VLSl0o0AAAAJ&citpid=4,0,0,1,1,8,8,5
Swd1Hz4AAAAJ,Dimitrios Chatzidimitriou,M,"Postdoctoral researcher, Aristotle University of Thessaloniki",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Swd1Hz4AAAAJ&citpid=4,2,2,3,3,75,75,11
nVMvkh4AAAAJ,Ioannis Mademlis,M,Aristotle University of Thessaloniki,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=nVMvkh4AAAAJ&citpid=3,13,13,11,11,349,347,36
z1bkjU8AAAAJ,Yannis Panagakis,M,"Associate Professor, National and Kapodistrian University of Athens",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=z1bkjU8AAAAJ&citpid=4,47,37,21,19,1789,1351,95
5WHBqwoAAAAJ,Jan C. Balzer,M,"THz systems group, University Duisburg-Essen, Germany",,23,21,16,14,681,621,113
3CBuGosAAAAJ,Timon Rabczuk,M,Bauhaus University Weimar,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=3CBuGosAAAAJ&citpid=2,414,397,99,86,34274,26246,764
EeK43rAAAAAJ,Ezio Bartocci,M,"Full Professor, Faculty of Informatics, TU Wien",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=EeK43rAAAAAJ&citpid=4,73,56,34,28,3236,2447,215
gCHdevgAAAAJ,Matthieu Courgeon,M,CERVVAL,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=gCHdevgAAAAJ&citpid=2,18,11,15,11,839,453,56
CKsVJugAAAAJ,Gesualdo Scutari,M,"School of Industrial Engineering, Purdue University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=CKsVJugAAAAJ&citpid=4,96,69,47,34,8581,4498,142
gf4HVq8AAAAJ,Jose Luis Martinez Ramos,M,Universidad de Sevilla,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=gf4HVq8AAAAJ&citpid=1,20,16,17,12,1833,859,82
kS0oatgAAAAJ,Bogdan Warinschi,M,University of Bristol,,65,46,37,25,5061,2197,126
5YMVpE0AAAAJ,Arto Lanamäki,M,Unknown affiliation,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=5YMVpE0AAAAJ&citpid=2,8,6,8,8,564,461,40
Vg4h3qoAAAAJ,Max Katsev,M,University of Illinois,,3,2,5,4,314,257,6
X24CgvEAAAAJ,Nicholas Vretos,M,The Visual Computing LAB - CERTH\ITI,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=X24CgvEAAAAJ&citpid=9,16,13,12,10,527,390,70
6HHe0yEAAAAJ,P. B. Sujit,M,IISER Bhopal,,59,50,29,22,2915,1935,141
zzS9eLYAAAAJ,Paolo Simonetto,M,"Postdoc Research Associate, University of Arizona",,14,12,13,11,536,273,24
-XiH_jUAAAAJ,Josep Miquel Jornet,M,Northeastern University,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=-XiH_jUAAAAJ&citpid=9,96,94,44,41,9843,7648,208
LL16yVQAAAAJ,Malamati Louta,M,"Associate Professor, Department of Informatics and Telecommunications Engineering, University of",,21,10,13,10,839,424,112
wHllHOkAAAAJ,Angelina Zherebtsova,F,Orel State University named after I.S. Turgenev,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=wHllHOkAAAAJ&citpid=2,10,10,10,10,260,259,36
1pPQM4oAAAAJ,Felipe Pait,M,"Associate professor of electrical engineering, Universidade de Sao Paulo",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1pPQM4oAAAAJ&citpid=1,14,2,11,7,599,124,72
WbTo9B0AAAAJ,Hugo Gonçalo Oliveira,M,"CISUC, DEI, University of Coimbra",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=WbTo9B0AAAAJ&citpid=4,41,25,21,15,1518,977,195
tOOnqiYAAAAJ,Nikolaos Tselios,M,"Associate Professor, University of Patras, Greece",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=tOOnqiYAAAAJ&citpid=10,46,25,25,16,2556,1179,119
e8aRmAsAAAAJ,Michael Mitzenmacher,M,"Professor of Computer Science, Harvard University",,230,161,82,51,40010,14031,435
JrNRYPUAAAAJ,Peter Hartmann,M,"Wigner Research Centre for Physics, Hungary",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=JrNRYPUAAAAJ&citpid=2,76,52,31,22,3197,1552,251
lqZKmqIAAAAJ,Dag Ahren,M,"Dr. Lund University and National Bioinformatics Infrastructure Sweden, Science for Life Laboratory",,36,25,24,16,3477,1345,65
m3GQohUAAAAJ,Placido Mursia,M,"Research Scientist, NEC Laboratories Europe GmbH",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=m3GQohUAAAAJ&citpid=7,0,0,3,3,17,17,12
HKSUhssAAAAJ,Yiqian He,M,"Department of Engineering Mechanics, Dalian University of Technology",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=HKSUhssAAAAJ&citpid=1,9,8,9,9,327,253,41
TL9yCsQAAAAJ,Nikos Hatziargyriou,M,"National Technical University of Athens, School of Electrical and Computer Engineering",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=TL9yCsQAAAAJ&citpid=2,338,229,81,58,41182,23234,810
TcHcyecAAAAJ,Jorge C. S. Cardoso,M,University of Coimbra - CISUC/DEI,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=TcHcyecAAAAJ&citpid=5,11,4,10,7,318,155,70
SWCGyRsAAAAJ,Leili Salehi,F,"Department of medical engineering, Ruhr Universität Bochum",,3,2,5,4,115,50,13
4Vl3wH0AAAAJ,Gurkan Gur,M,Zurich University of Applied Sciences (ZHAW),https://scholar.googleusercontent.com/citations?view_op=view_photo&user=4Vl3wH0AAAAJ&citpid=4,32,21,19,14,1471,848,96
iWq6Tn4AAAAJ,Randall Berry,M,"Professor of Electrical and Computer Engineering, Northwestern University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=iWq6Tn4AAAAJ&citpid=2,131,54,45,24,10812,2443,315
Xk41zEEAAAAJ,Charlene Jennett,F,"Research Associate, University College London",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Xk41zEEAAAAJ&citpid=3,24,21,20,18,3072,2174,62
